2017-09-28 10:26:21,159 [localhost-startStop-1] INFO  context.ContextLoader (ContextLoader.java:285)     - Root WebApplicationContext: initialization started
2017-09-28 10:26:21,284 [localhost-startStop-1] INFO  support.XmlWebApplicationContext (AbstractApplicationContext.java:510)     - Refreshing Root WebApplicationContext: startup date [Thu Sep 28 10:26:21 CST 2017]; root of context hierarchy
2017-09-28 10:26:21,315 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader (XmlBeanDefinitionReader.java:317)     - Loading XML bean definitions from URL [file:/G:/app_server/apache-tomcat-8.5.8/webapps/ROOT/WEB-INF/classes/applicationContext.xml]
2017-09-28 10:26:21,752 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader (XmlBeanDefinitionReader.java:317)     - Loading XML bean definitions from URL [file:/G:/app_server/apache-tomcat-8.5.8/webapps/ROOT/WEB-INF/classes/myconfig/spring-servlet-validator.xml]
2017-09-28 10:26:21,767 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader (XmlBeanDefinitionReader.java:317)     - Loading XML bean definitions from URL [file:/G:/app_server/apache-tomcat-8.5.8/webapps/ROOT/WEB-INF/classes/myconfig/spring-servlet-interceptor.xml]
2017-09-28 10:26:21,783 [localhost-startStop-1] INFO  support.DefaultListableBeanFactory (DefaultListableBeanFactory.java:822)     - Overriding bean definition for bean 'applicationPropertyConfig': replacing [Generic bean: class [com.baidu.disconf.web.config.ApplicationPropertyConfig]; scope=singleton; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [G:\app_server\apache-tomcat-8.5.8\webapps\ROOT\WEB-INF\classes\com\baidu\disconf\web\config\ApplicationPropertyConfig.class]] with [Generic bean: class [com.baidu.disconf.web.config.ApplicationPropertyConfig]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in URL [file:/G:/app_server/apache-tomcat-8.5.8/webapps/ROOT/WEB-INF/classes/applicationContext.xml]]
2017-09-28 10:26:21,783 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader (XmlBeanDefinitionReader.java:317)     - Loading XML bean definitions from URL [file:/G:/app_server/apache-tomcat-8.5.8/webapps/ROOT/WEB-INF/classes/myconfig/applicationContext-cache.xml]
2017-09-28 10:26:21,798 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader (XmlBeanDefinitionReader.java:317)     - Loading XML bean definitions from URL [file:/G:/app_server/apache-tomcat-8.5.8/webapps/ROOT/WEB-INF/classes/myconfig/applicationContext-springcache.xml]
2017-09-28 10:26:21,830 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader (XmlBeanDefinitionReader.java:317)     - Loading XML bean definitions from URL [file:/G:/app_server/apache-tomcat-8.5.8/webapps/ROOT/WEB-INF/classes/myconfig/applicationContext-dbconfig.xml]
2017-09-28 10:26:22,079 [localhost-startStop-1] INFO  config.PropertyPlaceholderConfigurer (PropertiesLoaderSupport.java:172)     - Loading properties file from URL [file:/G:/app_server/apache-tomcat-8.5.8/webapps/ROOT/WEB-INF/classes/jdbc-mysql.properties]
2017-09-28 10:26:22,095 [localhost-startStop-1] INFO  config.PropertyPlaceholderConfigurer (PropertiesLoaderSupport.java:172)     - Loading properties file from URL [file:/G:/app_server/apache-tomcat-8.5.8/webapps/ROOT/WEB-INF/classes/application.properties]
2017-09-28 10:26:22,095 [localhost-startStop-1] INFO  config.PropertyPlaceholderConfigurer (PropertiesLoaderSupport.java:172)     - Loading properties file from URL [file:/G:/app_server/apache-tomcat-8.5.8/webapps/ROOT/WEB-INF/classes/zoo.properties]
2017-09-28 10:26:22,095 [localhost-startStop-1] INFO  config.PropertyPlaceholderConfigurer (PropertiesLoaderSupport.java:172)     - Loading properties file from URL [file:/G:/app_server/apache-tomcat-8.5.8/webapps/ROOT/WEB-INF/classes/redis-config.properties]
2017-09-28 10:26:22,095 [localhost-startStop-1] INFO  support.PropertySourcesPlaceholderConfigurer (PropertiesLoaderSupport.java:172)     - Loading properties file from URL [file:/G:/app_server/apache-tomcat-8.5.8/webapps/ROOT/WEB-INF/classes/spring-cache.properties]
2017-09-28 10:26:22,142 [localhost-startStop-1] INFO  concurrent.ThreadPoolTaskExecutor (ExecutorConfigurationSupport.java:165)     - Initializing ExecutorService 
2017-09-28 10:26:22,142 [localhost-startStop-1] INFO  support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker (PostProcessorRegistrationDelegate.java:309)     - Bean 'proExecutor' of type [class org.springframework.scheduling.config.TaskExecutorFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-09-28 10:26:22,142 [localhost-startStop-1] INFO  support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker (PostProcessorRegistrationDelegate.java:309)     - Bean 'proExecutor' of type [class org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-09-28 10:26:22,173 [localhost-startStop-1] INFO  concurrent.ThreadPoolTaskScheduler (ExecutorConfigurationSupport.java:165)     - Initializing ExecutorService  'proScheduler'
2017-09-28 10:26:22,173 [localhost-startStop-1] INFO  support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker (PostProcessorRegistrationDelegate.java:309)     - Bean 'proScheduler' of type [class org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-09-28 10:26:22,641 [localhost-startStop-1] INFO  log.MLog          (    MLog.java:80)     - MLog clients using log4j logging.
